Title,Rating,Genre,Runtime,MPAA/TV_Rating,Release_Date,Month,Year,Decade,Primary_Genre,Source
Earthquake Bird,59.0,"['Crime', 'Drama', 'Mystery']",107.0,R,2019-11-15,11,2019,2010,Crime,IMDB
The Addams Family,58.0,"['Animation', 'Comedy', 'Family']",86.0,PG,2019-10-11,10,2019,2010,Animation,IMDB
Zombieland: Double Tap,67.0,"['Action', 'Adventure', 'Comedy']",99.0,R,2019-10-18,10,2019,2010,Action,IMDB
Trick,48.0,['Horror'],100.0,Not Rated,2019-10-18,10,2019,2010,Horror,IMDB
Semper Fi,61.0,"['Action', 'Drama']",99.0,R,2019-10-04,10,2019,2010,Action,IMDB
Code 8,61.0,"['Action', 'Crime', 'Drama']",98.0,Not Rated,2019-12-13,12,2019,2010,Action,IMDB
10 Minutes Gone,36.0,"['Action', 'Crime', 'Mystery']",89.0,R,2019-09-27,9,2019,2010,Action,IMDB
The Irishman,79.0,"['Biography', 'Crime', 'Drama']",209.0,R,2019-11-27,11,2019,2010,Biography,IMDB
21 Bridges,66.0,"['Action', 'Crime', 'Drama']",99.0,R,2019-11-22,11,2019,2010,Action,IMDB
Gemini Man,57.0,"['Action', 'Drama', 'Sci_Fi']",117.0,PG-13,2019-10-11,10,2019,2010,Action,IMDB
Fractured,64.0,"['Mystery', 'Thriller']",99.0,,2019-10-11,10,2019,2010,Mystery,IMDB
In the Shadow of the Moon,62.0,"['Crime', 'Mystery', 'Sci_Fi']",115.0,,2019-09-27,9,2019,2010,Crime,IMDB
Black and Blue,63.0,"['Action', 'Crime', 'Drama']",108.0,R,2019-10-25,10,2019,2010,Action,IMDB
Between Two Ferns: The Movie,61.0,['Comedy'],82.0,,2019-09-20,9,2019,2010,Comedy,IMDB
Rambo: Last Blood,62.0,"['Action', 'Thriller']",89.0,R,2019-09-20,9,2019,2010,Action,IMDB
3 from Hell,55.0,['Horror'],115.0,R,2019-09-16,9,2019,2010,Horror,IMDB
Zeroville,46.0,"['Comedy', 'Drama', 'Mystery']",96.0,R,2019-09-27,9,2019,2010,Comedy,IMDB
American Son,57.0,['Drama'],90.0,,2019-11-01,11,2019,2010,Drama,IMDB
Downton Abbey,74.0,"['Drama', 'Romance']",122.0,PG,2019-09-20,9,2019,2010,Drama,IMDB
Running with the Devil,54.0,"['Crime', 'Drama', 'Thriller']",100.0,R,2019-09-20,9,2019,2010,Crime,IMDB
Lucy in the Sky,47.0,"['Drama', 'Sci_Fi']",124.0,R,2019-10-04,10,2019,2010,Drama,IMDB
Harriet,65.0,"['Action', 'Biography', 'Drama']",125.0,PG-13,2019-11-01,11,2019,2010,Action,IMDB
The Goldfinch,63.0,['Drama'],149.0,R,2019-09-13,9,2019,2010,Drama,IMDB
Jojo Rabbit,79.0,"['Comedy', 'Drama', 'War']",108.0,PG-13,2019-11-08,11,2019,2010,Comedy,IMDB
The Song of Names,63.0,"['Drama', 'Music', 'Mystery']",113.0,PG-13,2019-12-25,12,2019,2010,Drama,IMDB
Knives Out,79.0,"['Comedy', 'Crime', 'Drama']",130.0,PG-13,2019-11-27,11,2019,2010,Comedy,IMDB
Dolemite Is My Name,73.0,"['Biography', 'Comedy', 'Drama']",118.0,R,2019-10-25,10,2019,2010,Biography,IMDB
Abominable,70.0,"['Animation', 'Adventure', 'Comedy']",97.0,PG,2019-09-27,9,2019,2010,Animation,IMDB
Hustlers,63.0,"['Comedy', 'Crime', 'Drama']",110.0,R,2019-09-13,9,2019,2010,Comedy,IMDB
A Beautiful Day in the Neighborhood,73.0,"['Biography', 'Drama']",109.0,PG,2019-11-22,11,2019,2010,Biography,IMDB
While at War,70.0,"['Drama', 'History', 'War']",107.0,,2019-09-27,9,2019,2010,Drama,IMDB
The Sky Is Pink,76.0,"['Drama', 'Family', 'Romance']",143.0,,2019-10-11,10,2019,2010,Drama,IMDB
The King,72.0,"['Biography', 'Drama', 'History']",140.0,R,2019-11-01,11,2019,2010,Biography,IMDB
Martin Eden,67.0,"['Drama', 'Romance']",129.0,,2019-09-04,9,2019,2010,Drama,IMDB
The Laundromat,63.0,"['Comedy', 'Crime', 'Drama']",95.0,R,2019-09-27,9,2019,2010,Comedy,IMDB
Ema,68.0,"['Drama', 'Music']",107.0,Not Rated,2019-09-26,9,2019,2010,Drama,IMDB
The Two Popes,76.0,"['Comedy', 'Drama']",125.0,PG-13,2019-12-20,12,2019,2010,Comedy,IMDB
Joker,85.0,"['Crime', 'Drama', 'Thriller']",122.0,R,2019-10-04,10,2019,2010,Crime,IMDB
The Fanatic,42.0,"['Crime', 'Thriller']",88.0,R,2019-08-30,8,2019,2010,Crime,IMDB
Judy,68.0,"['Biography', 'Drama', 'Romance']",118.0,PG-13,2019-10-04,10,2019,2010,Biography,IMDB
The Aeronauts,66.0,"['Action', 'Adventure', 'Drama']",100.0,PG-13,2019-12-06,12,2019,2010,Action,IMDB
Uncut Gems,74.0,"['Crime', 'Drama', 'Thriller']",135.0,R,2019-12-25,12,2019,2010,Crime,IMDB
An Officer and a Spy,72.0,"['Drama', 'History', 'Thriller']",132.0,,2019-11-13,11,2019,2010,Drama,IMDB
Ford v Ferrari,81.0,"['Action', 'Biography', 'Drama']",152.0,PG-13,2019-11-15,11,2019,2010,Action,IMDB
The Informer,66.0,"['Crime', 'Drama', 'Thriller']",113.0,R,2019-08-30,8,2019,2010,Crime,IMDB
Seberg,56.0,"['Biography', 'Drama', 'Thriller']",102.0,R,2019-12-13,12,2019,2010,Biography,IMDB
Motherless Brooklyn,68.0,"['Crime', 'Drama', 'Mystery']",144.0,R,2019-11-01,11,2019,2010,Crime,IMDB
Marriage Story,80.0,"['Comedy', 'Drama', 'Romance']",137.0,R,2019-12-06,12,2019,2010,Comedy,IMDB
Ad Astra,66.0,"['Adventure', 'Drama', 'Mystery']",123.0,PG-13,2019-09-20,9,2019,2010,Adventure,IMDB
It Chapter Two,66.0,"['Drama', 'Fantasy', 'Horror']",169.0,R,2019-09-06,9,2019,2010,Drama,IMDB
Rabid,51.0,"['Horror', 'Sci_Fi']",107.0,Not Rated,2019-12-13,12,2019,2010,Horror,IMDB
Burn,57.0,['Thriller'],88.0,R,2019-08-23,8,2019,2010,Thriller,IMDB
Mary,44.0,['Horror'],84.0,R,2019-10-11,10,2019,2010,Horror,IMDB
Jacob's Ladder,35.0,"['Drama', 'Horror', 'Mystery']",89.0,R,2019-08-23,8,2019,2010,Drama,IMDB
Overcomer,66.0,"['Drama', 'Family', 'Sport']",119.0,PG,2019-08-23,8,2019,2010,Drama,IMDB
Angel Has Fallen,64.0,"['Action', 'Thriller']",121.0,R,2019-08-23,8,2019,2010,Action,IMDB
Sextuplets,44.0,['Comedy'],97.0,TV-14,2019-08-16,8,2019,2010,Comedy,IMDB
Can You Keep a Secret?,53.0,"['Comedy', 'Romance']",94.0,,2019-09-13,9,2019,2010,Comedy,IMDB
"Where'd You Go, Bernadette",65.0,"['Comedy', 'Drama']",109.0,PG-13,2019-08-16,8,2019,2010,Comedy,IMDB
47 Meters Down: Uncaged,50.0,"['Adventure', 'Drama', 'Horror']",90.0,PG-13,2019-08-16,8,2019,2010,Adventure,IMDB
Angel of Mine,65.0,"['Drama', 'Mystery', 'Thriller']",98.0,R,2019-08-30,8,2019,2010,Drama,IMDB
The Kitchen,55.0,"['Action', 'Crime', 'Drama']",102.0,R,2019-08-09,8,2019,2010,Action,IMDB
Scary Stories to Tell in the Dark,62.0,"['Adventure', 'Horror', 'Mystery']",108.0,PG-13,2019-08-09,8,2019,2010,Adventure,IMDB
The Art of Racing in the Rain,75.0,"['Comedy', 'Drama', 'Romance']",109.0,PG,2019-08-09,8,2019,2010,Comedy,IMDB
Dora and the Lost City of Gold,60.0,"['Adventure', 'Comedy', 'Family']",102.0,PG,2019-08-09,8,2019,2010,Adventure,IMDB
The Angry Birds Movie 2,64.0,"['Animation', 'Adventure', 'Comedy']",97.0,PG,2019-08-14,8,2019,2010,Animation,IMDB
A Score to Settle,46.0,"['Action', 'Crime', 'Drama']",103.0,Not Rated,2019-08-02,8,2019,2010,Action,IMDB
Killerman,54.0,"['Action', 'Crime', 'Drama']",112.0,R,2019-08-30,8,2019,2010,Action,IMDB
The Divine Fury,61.0,"['Action', 'Horror', 'Thriller']",129.0,Not Rated,2019-07-31,7,2019,2010,Action,IMDB
A Rainy Day in New York,66.0,"['Comedy', 'Romance']",92.0,PG-13,2019-07-26,7,2019,2010,Comedy,IMDB
Otherhood,61.0,['Comedy'],100.0,R,2019-08-02,8,2019,2010,Comedy,IMDB
Never Grow Old,59.0,"['Drama', 'Western']",100.0,R,2019-12-27,12,2019,2010,Drama,IMDB
Fast & Furious Presents: Hobbs & Shaw,64.0,"['Action', 'Adventure', 'Thriller']",137.0,PG-13,2019-08-02,8,2019,2010,Action,IMDB
Point Blank,57.0,"['Action', 'Thriller']",86.0,,2019-07-12,7,2019,2010,Action,IMDB
Crawl,62.0,"['Action', 'Drama', 'Horror']",87.0,R,2019-07-12,7,2019,2010,Action,IMDB
The Lion King,69.0,"['Animation', 'Adventure', 'Drama']",118.0,PG,2019-07-19,7,2019,2010,Animation,IMDB
Daughter of the Wolf,53.0,"['Action', 'Thriller']",88.0,R,2019-12-14,12,2019,2010,Action,IMDB
Mrs Lowry & Son,66.0,"['Biography', 'Drama', 'History']",91.0,Not Rated,2019-11-01,11,2019,2010,Biography,IMDB
End of Sentence,74.0,['Drama'],96.0,,2019-09-26,9,2019,2010,Drama,IMDB
Killers Anonymous,52.0,"['Action', 'Crime', 'Mystery']",95.0,R,2019-09-28,9,2019,2010,Action,IMDB
Spider-Man: Far from Home,75.0,"['Action', 'Adventure', 'Sci_Fi']",129.0,PG-13,2019-07-02,7,2019,2010,Action,IMDB
Midsommar,71.0,"['Drama', 'Horror', 'Mystery']",148.0,R,2019-07-03,7,2019,2010,Drama,IMDB
Strange But True,57.0,['Thriller'],96.0,PG-13,2019-09-06,9,2019,2010,Thriller,IMDB
Child's Play,58.0,"['Horror', 'Sci_Fi']",90.0,R,2019-06-21,6,2019,2010,Horror,IMDB
Annabelle Comes Home,59.0,"['Horror', 'Mystery', 'Thriller']",106.0,R,2019-06-26,6,2019,2010,Horror,IMDB
Shaft,64.0,"['Action', 'Comedy', 'Crime']",111.0,R,2019-06-14,6,2019,2010,Action,IMDB
Murder Mystery,60.0,"['Action', 'Comedy', 'Crime']",97.0,PG-13,2019-06-14,6,2019,2010,Action,IMDB
Lying and Stealing,53.0,"['Crime', 'Drama']",100.0,R,2019-07-12,7,2019,2010,Crime,IMDB
Men in Black: International,56.0,"['Action', 'Adventure', 'Comedy']",114.0,PG-13,2019-06-14,6,2019,2010,Action,IMDB
Toy Story 4,78.0,"['Animation', 'Adventure', 'Comedy']",100.0,G,2019-06-21,6,2019,2010,Animation,IMDB
Playmobil: The Movie,48.0,"['Animation', 'Adventure', 'Comedy']",99.0,PG,2019-12-06,12,2019,2010,Animation,IMDB
Changeland,57.0,"['Comedy', 'Drama']",86.0,R,2019-06-07,6,2019,2010,Comedy,IMDB
X-Men: Dark Phoenix,58.0,"['Action', 'Adventure', 'Sci_Fi']",113.0,PG-13,2019-06-07,6,2019,2010,Action,IMDB
Ma,56.0,"['Horror', 'Mystery', 'Thriller']",99.0,R,2019-05-31,5,2019,2010,Horror,IMDB
Domino,44.0,"['Action', 'Crime', 'Thriller']",89.0,R,2019-05-31,5,2019,2010,Action,IMDB
Always Be My Maybe,68.0,"['Comedy', 'Romance']",101.0,PG-13,2019-05-31,5,2019,2010,Comedy,IMDB
Godzilla: King of the Monsters,60.0,"['Action', 'Adventure', 'Fantasy']",132.0,PG-13,2019-05-31,5,2019,2010,Action,IMDB
Sibyl,58.0,['Drama'],100.0,,2019-05-24,5,2019,2010,Drama,IMDB
Avengement,65.0,"['Action', 'Crime', 'Thriller']",87.0,Not Rated,2019-05-24,5,2019,2010,Action,IMDB
It Must Be Heaven,71.0,['Comedy'],102.0,,2019-12-04,12,2019,2010,Comedy,IMDB
The Secret Life of Pets 2,65.0,"['Animation', 'Adventure', 'Comedy']",86.0,PG,2019-06-07,6,2019,2010,Animation,IMDB
The Poison Rose,47.0,['Thriller'],98.0,R,2019-05-23,5,2019,2010,Thriller,IMDB
Once Upon a Time... in Hollywood,77.0,"['Comedy', 'Drama']",161.0,R,2019-07-26,7,2019,2010,Comedy,IMDB
Frankie,54.0,"['Drama', 'Romance']",100.0,PG-13,2019-10-25,10,2019,2010,Drama,IMDB
Invisible Life,79.0,['Drama'],139.0,R,2019-12-20,12,2019,2010,Drama,IMDB
The Lighthouse,76.0,"['Drama', 'Fantasy', 'Horror']",109.0,R,2019-11-01,11,2019,2010,Drama,IMDB
Alice and the Mayor,64.0,"['Comedy', 'Drama']",103.0,,2019-10-02,10,2019,2010,Comedy,IMDB
The Whistlers,63.0,"['Comedy', 'Crime']",97.0,Not Rated,2019-09-13,9,2019,2010,Comedy,IMDB
I Lost My Body,76.0,"['Animation', 'Drama', 'Fantasy']",81.0,,2019-11-15,11,2019,2010,Animation,IMDB
Papicha,70.0,['Drama'],108.0,,2019-10-09,10,2019,2010,Drama,IMDB
Little Joe,59.0,"['Drama', 'Horror', 'Mystery']",105.0,Not Rated,2019-12-06,12,2019,2010,Drama,IMDB
"A White, White Day",69.0,['Drama'],109.0,,2019-09-06,9,2019,2010,Drama,IMDB
The Sun Is Also a Star,58.0,"['Drama', 'Music', 'Romance']",100.0,PG-13,2019-05-17,5,2019,2010,Drama,IMDB
Atlantics,67.0,"['Drama', 'Mystery', 'Romance']",106.0,TV-14,2019-11-29,11,2019,2010,Drama,IMDB
Promare,72.0,"['Animation', 'Action', 'Adventure']",111.0,PG-13,2019-05-24,5,2019,2010,Animation,IMDB
Cold Blood,46.0,"['Action', 'Thriller']",91.0,TV-PG,2019-07-05,7,2019,2010,Action,IMDB
A Violent Separation,56.0,"['Crime', 'Thriller']",106.0,Not Rated,2019-05-17,5,2019,2010,Crime,IMDB
"The Gangster, the Cop, the Devil",69.0,"['Action', 'Crime', 'Drama']",109.0,Not Rated,2019-05-15,5,2019,2010,Action,IMDB
The Dead Don't Die,55.0,"['Comedy', 'Fantasy', 'Horror']",104.0,R,2019-06-14,6,2019,2010,Comedy,IMDB
Brightburn,61.0,"['Drama', 'Horror', 'Mystery']",90.0,R,2019-05-24,5,2019,2010,Drama,IMDB
Poms,59.0,"['Comedy', 'Drama', 'Sport']",90.0,PG-13,2019-05-10,5,2019,2010,Comedy,IMDB
Wine Country,54.0,['Comedy'],103.0,R,2019-05-10,5,2019,2010,Comedy,IMDB
Aladdin,70.0,"['Adventure', 'Family', 'Fantasy']",128.0,PG,2019-05-24,5,2019,2010,Adventure,IMDB
The Hustle,54.0,"['Comedy', 'Crime']",93.0,PG-13,2019-05-10,5,2019,2010,Comedy,IMDB
See You Yesterday,51.0,"['Action', 'Adventure', 'Crime']",84.0,,2019-05-17,5,2019,2010,Action,IMDB
A Dog's Journey,75.0,"['Adventure', 'Comedy', 'Drama']",109.0,PG,2019-05-17,5,2019,2010,Adventure,IMDB
Tolkien,68.0,"['Biography', 'Drama', 'Romance']",112.0,PG-13,2019-05-10,5,2019,2010,Biography,IMDB
Plus One,66.0,"['Comedy', 'Drama', 'Romance']",98.0,Not Rated,2019-06-14,6,2019,2010,Comedy,IMDB
The Kill Team,59.0,"['Action', 'Drama', 'Thriller']",87.0,R,2019-10-25,10,2019,2010,Action,IMDB
UglyDolls,49.0,"['Animation', 'Adventure', 'Comedy']",87.0,PG,2019-05-03,5,2019,2010,Animation,IMDB
Crown Vic,64.0,"['Action', 'Crime', 'Drama']",110.0,R,2019-12-15,12,2019,2010,Action,IMDB
Avengers: Endgame,84.0,"['Action', 'Adventure', 'Drama']",181.0,PG-13,2019-04-26,4,2019,2010,Action,IMDB
Kingdom,67.0,"['Action', 'History', 'War']",134.0,R,2019-08-16,8,2019,2010,Action,IMDB
Someone Great,62.0,"['Comedy', 'Romance']",92.0,R,2019-04-19,4,2019,2010,Comedy,IMDB
Little,54.0,"['Comedy', 'Fantasy', 'Romance']",109.0,PG-13,2019-04-12,4,2019,2010,Comedy,IMDB
The Silence,53.0,"['Drama', 'Horror', 'Sci_Fi']",90.0,PG-13,2019-04-10,4,2019,2010,Drama,IMDB
Breakthrough,62.0,"['Biography', 'Drama']",116.0,PG,2019-04-17,4,2019,2010,Biography,IMDB
After,54.0,"['Drama', 'Romance']",105.0,PG-13,2019-04-12,4,2019,2010,Drama,IMDB
Hellboy,52.0,"['Action', 'Adventure', 'Fantasy']",120.0,R,2019-04-12,4,2019,2010,Action,IMDB
The Haunting of Sharon Tate,28.0,"['Drama', 'Horror', 'Thriller']",94.0,R,2019-04-05,4,2019,2010,Drama,IMDB
The Best of Enemies,71.0,"['Biography', 'Drama', 'History']",133.0,PG-13,2019-04-05,4,2019,2010,Biography,IMDB
Missing Link,67.0,"['Animation', 'Adventure', 'Comedy']",93.0,PG,2019-04-12,4,2019,2010,Animation,IMDB
Ode to Joy,64.0,['Comedy'],97.0,R,2019-08-09,8,2019,2010,Comedy,IMDB
Satanic Panic,56.0,"['Comedy', 'Horror']",85.0,Not Rated,2019-09-06,9,2019,2010,Comedy,IMDB
Into the Ashes,54.0,"['Crime', 'Drama', 'Mystery']",98.0,Not Rated,2019-07-19,7,2019,2010,Crime,IMDB
End of the Century,69.0,['Drama'],84.0,Not Rated,2019-08-16,8,2019,2010,Drama,IMDB
Unplanned,58.0,"['Biography', 'Drama']",109.0,R,2019-03-29,3,2019,2010,Biography,IMDB
Cuck,49.0,"['Crime', 'Drama', 'Thriller']",115.0,,2019-10-04,10,2019,2010,Crime,IMDB
Mercy Black,49.0,"['Horror', 'Mystery', 'Thriller']",88.0,TV-14,2019-03-30,3,2019,2010,Horror,IMDB
I Trapped the Devil,48.0,"['Drama', 'Horror', 'Mystery']",82.0,Not Rated,2019-04-26,4,2019,2010,Drama,IMDB
Depraved,53.0,"['Drama', 'Horror', 'Thriller']",114.0,Not Rated,2019-09-13,9,2019,2010,Drama,IMDB
Pet Sematary,57.0,"['Horror', 'Mystery', 'Thriller']",101.0,R,2019-04-05,4,2019,2010,Horror,IMDB
Nancy Drew and the Hidden Staircase,57.0,"['Comedy', 'Crime', 'Drama']",89.0,PG,2019-03-26,3,2019,2010,Comedy,IMDB
Finding Steve McQueen,62.0,"['Crime', 'Romance']",91.0,R,2019-03-15,3,2019,2010,Crime,IMDB
Captive State,60.0,"['Action', 'Adventure', 'Drama']",109.0,PG-13,2019-03-15,3,2019,2010,Action,IMDB
The Professor and the Madman,73.0,"['Biography', 'Drama']",124.0,,2019-05-10,5,2019,2010,Biography,IMDB
Fisherman's Friends,69.0,"['Comedy', 'Drama', 'Family']",112.0,PG-13,2019-03-15,3,2019,2010,Comedy,IMDB
Five Feet Apart,72.0,"['Drama', 'Romance']",116.0,PG-13,2019-03-15,3,2019,2010,Drama,IMDB
The Parts You Lose,56.0,"['Crime', 'Drama', 'Thriller']",93.0,,2019-12-03,12,2019,2010,Crime,IMDB
Pain and Glory,76.0,['Drama'],113.0,R,2019-10-04,10,2019,2010,Drama,IMDB
Stuber,62.0,"['Action', 'Comedy', 'Crime']",93.0,R,2019-07-12,7,2019,2010,Action,IMDB
Wonder Park,58.0,"['Animation', 'Adventure', 'Comedy']",85.0,PG,2019-03-15,3,2019,2010,Animation,IMDB
The Day Shall Come,59.0,"['Comedy', 'Crime']",87.0,Not Rated,2019-09-27,9,2019,2010,Comedy,IMDB
I See You,68.0,"['Crime', 'Drama', 'Horror']",98.0,R,2019-12-19,12,2019,2010,Crime,IMDB
Dumbo,63.0,"['Adventure', 'Family', 'Fantasy']",112.0,PG,2019-03-29,3,2019,2010,Adventure,IMDB
Girl on the Third Floor,45.0,"['Drama', 'Horror', 'Mystery']",93.0,,2019-10-25,10,2019,2010,Drama,IMDB
Adopt a Highway,62.0,['Drama'],78.0,Not Rated,2019-11-01,11,2019,2010,Drama,IMDB
The Art of Self-Defense,67.0,"['Action', 'Comedy', 'Crime']",104.0,R,2019-07-19,7,2019,2010,Action,IMDB
The Highwaymen,69.0,"['Biography', 'Crime', 'Drama']",132.0,R,2019-03-29,3,2019,2010,Biography,IMDB
Booksmart,72.0,['Comedy'],102.0,R,2019-05-24,5,2019,2010,Comedy,IMDB
Daniel Isn't Real,60.0,"['Fantasy', 'Horror', 'Mystery']",100.0,Not Rated,2019-12-06,12,2019,2010,Fantasy,IMDB
Darlin',48.0,"['Horror', 'Thriller']",100.0,,2019-07-12,7,2019,2010,Horror,IMDB
The Beach Bum,55.0,['Comedy'],95.0,R,2019-03-29,3,2019,2010,Comedy,IMDB
Villains,62.0,"['Comedy', 'Drama', 'Horror']",90.0,R,2019-09-20,9,2019,2010,Comedy,IMDB
The Peanut Butter Falcon,76.0,"['Comedy', 'Drama']",97.0,PG-13,2019-08-23,8,2019,2010,Comedy,IMDB
Long Shot,68.0,"['Comedy', 'Romance']",125.0,R,2019-05-03,5,2019,2010,Comedy,IMDB
Sword of Trust,63.0,"['Comedy', 'Drama']",88.0,R,2019-07-19,7,2019,2010,Comedy,IMDB
Body at Brighton Rock,52.0,"['Horror', 'Mystery', 'Thriller']",87.0,R,2019-04-26,4,2019,2010,Horror,IMDB
Us,69.0,"['Horror', 'Mystery', 'Thriller']",116.0,R,2019-03-22,3,2019,2010,Horror,IMDB
The Kid,59.0,"['Biography', 'Drama', 'Western']",100.0,R,2019-03-08,3,2019,2010,Biography,IMDB
Triple Frontier,64.0,"['Action', 'Adventure', 'Crime']",125.0,R,2019-03-13,3,2019,2010,Action,IMDB
Tyler Perry's A Madea Family Funeral,44.0,['Comedy'],109.0,PG-13,2019-03-01,3,2019,2010,Comedy,IMDB
Captain Marvel,69.0,"['Action', 'Adventure', 'Sci_Fi']",123.0,PG-13,2019-03-08,3,2019,2010,Action,IMDB
The Aftermath,63.0,"['Drama', 'Romance', 'War']",108.0,R,2019-03-15,3,2019,2010,Drama,IMDB
Trading Paint,45.0,"['Action', 'Drama', 'Sport']",87.0,R,2019-02-22,2,2019,2010,Action,IMDB
Happy Death Day 2U,62.0,"['Comedy', 'Horror', 'Mystery']",100.0,PG-13,2019-02-13,2,2019,2010,Comedy,IMDB
Synonyms,65.0,"['Comedy', 'Drama']",123.0,Not Rated,2019-10-25,10,2019,2010,Comedy,IMDB
Elisa y Marcela,65.0,"['Biography', 'Drama', 'Romance']",118.0,,2019-06-07,6,2019,2010,Biography,IMDB
Piranhas,63.0,"['Crime', 'Drama']",111.0,,2019-02-13,2,2019,2010,Crime,IMDB
The Operative,56.0,"['Action', 'Drama', 'Thriller']",116.0,,2019-07-24,7,2019,2010,Action,IMDB
Mr. Jones,68.0,"['Biography', 'Drama', 'Thriller']",141.0,,2019-10-25,10,2019,2010,Biography,IMDB
The Golden Glove,67.0,"['Crime', 'Drama', 'Horror']",115.0,Not Rated,2019-02-21,2,2019,2010,Crime,IMDB
Gully Boy,81.0,"['Drama', 'Music']",153.0,Not Rated,2019-02-14,2,2019,2010,Drama,IMDB
Light of My Life,66.0,"['Drama', 'Sci_Fi', 'Thriller']",119.0,R,2019-08-09,8,2019,2010,Drama,IMDB
"Berlin, I Love You",46.0,"['Drama', 'Romance']",120.0,R,2019-02-08,2,2019,2010,Drama,IMDB
Cold Pursuit,62.0,"['Action', 'Crime', 'Drama']",119.0,R,2019-02-08,2,2019,2010,Action,IMDB
The Prodigy,58.0,"['Horror', 'Thriller']",92.0,R,2019-02-08,2,2019,2010,Horror,IMDB
The Wandering Earth,60.0,"['Action', 'Sci_Fi']",125.0,,2019-02-05,2,2019,2010,Action,IMDB
Alita: Battle Angel,73.0,"['Action', 'Adventure', 'Sci_Fi']",122.0,PG-13,2019-02-14,2,2019,2010,Action,IMDB
